,Group.1,G11.1.rna,G11.2.rna,G11.3.rna,G11.4.rna,G11.5.rna,G1.1.rna,G1.2.rna,G1.3.rna,G1.4.rna,G1.5.rna,V10A.1.rna,V10A.2.rna,V10A.3.rna,V10A.4.rna,V10A.5.rna
2252,Thalassospira,1.4620282873,3.2025537338,2.3024889781,2.6431969755,1.0320919574,1.8675840571,3.1658745971,4.534715077,2.7292265881,2.5843397452,1.0305875579,1.9447379376,1.3436039874,1.5237013389,2.0450921251
2253,Thalassotalea,0,0,0,0,0,0,0,0,0.0768796222,0,0,0.0972368969,0,0,0.0371834932
2254,Thauera,0.344006656,2.0340543987,3.4537334666,1.3215984875,2.9616551816,0.3735168114,0.561041068,0.9005107955,0.9609952775,0.6187855727,0.234224445,0.437566036,0.3268225915,0.8236223454,2.9374959612
2255,Thecamonas,0.086001664,0.3029442721,0.3197901359,0.6099685328,0.0448735634,0,0.080148724,0.1608054991,0.0384398111,0,0,0,0.1452544851,0.1235433518,0.2231009591
2256,Theileria,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411811173,0
2257,Thermacetogenium,0.2580049919,0.9953883227,1.7908247605,1.7790748872,1.1218390838,0.3112640095,0.8816359637,0.9005107954,0.8841156553,0.8735796323,0.3747591119,0.2917106907,1.3799176088,1.6060635736,1.4873397271
2258,Thermaerobacter,1.1180216315,7.4870512966,7.2272570693,6.5571617272,9.0644597977,1.3695616418,3.6868413032,4.9528093748,6.4194484536,6.1878557282,1.171122225,2.236448628,2.25144452,5.5182697141,3.9042667842
2259,Thermanaeromonas,1.5480299515,2.5101096835,5.3724742817,1.6774134651,3.0065287449,0.6847808209,2.4846104437,3.2804321834,3.4211431878,2.2567473836,0.5152937789,0.4861844843,1.9246219281,2.3473236844,5.8006249358
2260,Thermanaerothrix,5.1600998375,2.1206099049,2.2385309508,2.0332284423,1.7051954077,0.3735168114,2.1239411854,1.4794105925,1.8451109328,0.7279830268,0.187379556,1.0209874173,0.8352132897,1.235433518,1.3386057545
2261,Thermanaerovibrio,0.5160099838,0.7357218037,1.0233284347,0.5591378217,0.5384827603,0.3735168114,2.5246848052,0.5467386973,0.4228379221,0.218394908,0.187379556,0.1944737937,0.0726272426,0.2059055863,0.5949358909
2262,Thermicanus,0.4300083198,1.2550548416,0.383748163,0.4066456885,0,0.9337920286,0.8816359637,2.2191158888,0.8841156552,0.6915838756,1.1242773356,2.2364486285,0.7625860469,1.0707090491,0.2974679454
2263,Thermincola,3.5260682226,5.7992189233,2.8141531952,3.8123033298,1.6154482807,0.9337920285,2.0838668235,4.0844596792,4.266819032,2.547940594,3.5133666738,2.7226331128,1.779367443,2.4296859192,2.0450921249
2264,Thermithiobacillus,0.9460183035,0.9521105695,1.8547827878,1.2707677765,1.3013333373,0.2490112076,0.5209667059,0.3537720983,0.9609952775,0.5823864215,0.5621386679,0.1458553452,0.6899588043,0.7412601109,0.7808533568
2265,Thermoactinomyces,0.6880133117,3.0294427212,1.0872864619,1.524921332,3.3206436881,0.3112640095,0.9617846878,0.7718663959,1.921990555,2.2567473831,0.327914223,0.4861844844,0.5083906981,1.1942524007,1.1898717819
2266,Thermoactinospora,10.0621946834,8.4391618656,3.1339433311,8.285405903,1.7949425342,11.1432515407,7.8145005875,19.6504320007,7.0729252421,4.9502845828,32.5571978444,37.8737713386,11.7656132962,13.5897686995,3.9042667841
2267,Thermoanaerobacter,0.1720033279,0.1298332595,0.6395802716,0,0.3141149436,0.1867584057,0.3205948959,0.3216109983,0.2690786777,0.2183949079,0.140534667,0.0486184484,0.1089408639,0.3706300554,0.0743669864
2268,Thermoanaerobacterium,0.1720033279,0.5626107911,1.4070765975,0.5083071106,0.8077241404,0.0622528019,0.2003718099,0.3537720981,0.4612777332,0.3639915132,0.046844889,0.2917106906,0.254195349,0.2470867036,1.673257193
2269,Thermoanaerobaculum,1.6340316154,3.8949977844,7.7389212866,5.9471931945,7.7631264607,0.8715392266,2.8853540631,3.441237682,6.188809587,6.6974438467,2.1080200046,1.5557903501,2.5782671115,3.2944893818,9.5561577473
2270,Thermobacillus,0,0.1298332596,0,0.1524921332,0.5833563236,0,0.20037181,0.1608054992,0.3459582999,0.218394908,0.2810693339,0.5348029329,0.3994498341,0.5765356418,0.2974679455
2271,Thermobaculum,7.3101414367,16.3157129403,18.9955340669,33.9549149892,18.6674023548,2.552364878,8.6159878272,8.5548525572,12.3776191738,12.0481190954,2.9043831175,5.3480293287,11.7292996741,14.8663833349,20.1162698087
2272,Thermobifida,21.5864176542,14.238380789,6.5237187709,13.2159848762,2.1090574781,28.5117832718,17.0316038441,35.9561096181,13.8383319956,8.5538005658,44.1278854231,44.9720648114,14.2349395434,18.9844950617,4.9454045933
2273,Thermobispora,44.9788702516,34.0595917351,17.1407512794,32.4808243683,4.5771034623,42.0828940875,34.1834307743,63.3252055801,27.4460251241,24.1326373418,79.5894663842,83.7695866704,33.6627269298,33.2331616381,10.0023596651
2274,Thermobrachium,0.086001664,0.3029442721,0.3837481629,1.677413465,0.5384827603,0,0.080148724,0.2251276989,0.384398111,0.0727983026,0.093689778,0.2430922422,0,0.2059055863,0.5577523976
2275,Thermocatellispora,0.3440066558,0.8655550632,0.1918740815,3.8631340407,0.9423448304,0.3112640095,0.1602974479,0.7075441964,0.384398111,0.3275923621,0.1873795559,0.2430922422,0.2178817277,0.5765356418,0.2974679454
2276,Thermocladium,0,0,0.1918740815,0.0508307111,0.0897471268,0,0,0,0.0384398111,0,0,0,0,0,0.0743669864
2277,Thermococcus,0,0.3029442721,0.3197901358,0.2541535553,0.0897471267,0.3735168114,0.120223086,0.6110608969,0.1153194333,0.2911932107,0.046844889,0.1944737938,0.3994498343,0.2059055863,0.6693028773
2278,Thermocrinis,0.2580049919,0.7357218037,0.383748163,0.7624606661,0.7628505771,0.1245056038,0.160297448,0.2894498984,0.4997175443,0.327592362,0.281069334,0.2917106905,0.2178817277,0.2059055864,0.8180368501
2279,Thermocrispum,0.8600166396,0.9088328163,1.8547827876,3.6598111965,1.3462069007,0.6847808209,0.7614128777,1.4150883929,0.6919165998,0.2547940593,1.2179671137,0.8265136234,1.7067402005,1.9766936291,3.6811658249
2280,Thermodesulfatator,0.3440066559,0.4327775316,0.1918740816,0.1524921332,0.4936091969,0,0.040074362,0.8040274959,1.0378748997,0.5823864214,0.187379556,0.8751320721,0.4720770768,0.8236223454,0.594935891
2281,Thermodesulfobacterium,5.3321031656,4.0681087972,5.948096526,2.4907048421,2.153931041,0.8715392266,2.725056615,2.6693712865,2.4601479104,1.7835584157,0.140534667,0.9237505204,1.3436039875,1.35897687,2.2310095909
2282,Thermodesulfobium,2.2360432629,2.0773321516,2.6222791135,4.3714411514,3.0065287449,2.3656064724,3.4063207689,6.0141256697,5.3046939316,3.1667261671,0.281069334,0.8751320719,0.4357634555,0.2882678208,0.5205689045
2283,Thermodesulforhabdus,0.8600166396,0.8655550633,1.2152025162,1.4740906208,1.3462069007,0.622528019,1.0419334117,0.6432219967,0.8456758442,1.4923652049,0.327914223,0.5348029328,1.016781396,1.5648824563,2.3425600702
2284,Thermodesulfovibrio,3.6120698865,4.5441640815,5.1166421727,1.575752043,2.7372873647,0.4357696133,1.5228257557,1.736699391,2.1526294216,1.6015626588,0.702673335,1.3126981079,1.1620358811,2.1002369808,3.1234134273
2285,Thermofilum,0,0.0865555063,1.0233284345,0.762460666,0.3141149435,1.2450560381,1.2022308597,2.6693712865,1.4607128218,0.7643821783,0,0.0972368969,0.1089408639,0.4941734073,0.4462019183
2286,Thermoflavimicrobium,0.1720033279,0.0432777532,0.1279160544,0.1016614221,0.0897471268,0.0622528019,0.040074362,0.2251276988,0.1537592444,0,0,0,0.0363136213,0.0411811173,0.1487339728
2287,Thermoflexibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,Thermoflexus,0.4300083198,0.778999557,0.8954123802,1.0674449323,0.5384827603,0.0622528019,0.320594896,0.3216109983,0.384398111,0.327592362,0,0.0972368968,1.5977993364,1.8531502773,4.0158172632
2289,Thermogemmatispora,1057.4764600551,526.8633669424,558.0337869798,578.555153306,100.427034785,342.0168936615,954.5713025099,487.7874012386,303.7513873006,177.737056018,131.2593789368,221.5542695609,163.3386685328,289.3797110671,96.4911647995
2290,Thermogladius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,Thermogymnomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371834932
2292,Thermoleophilum,21.6724193193,35.4444798373,16.1813808722,29.0751667277,20.9559540872,6.8478082091,12.4230522166,18.5891157057,16.4137993394,13.5768834508,46.7980440959,48.8615406861,47.1713940473,48.5525372627,55.3662213414
2293,Thermomicrobium,8.858171388,24.8414303127,23.7284280767,37.81804903,42.45039093,3.5484097084,6.8126415376,10.4523574475,13.3770542622,14.4504630843,5.0124031216,6.6121089885,10.7851455207,14.7428399832,34.5062816681
2294,Thermomonas,1.5480299514,2.1206099048,0.7035382988,1.5249213319,1.6603218441,0.8715392267,1.2423052216,1.8331826908,1.1147545219,0.9827770862,1.3585017805,1.2154612111,1.6704265791,1.1530712836,1.3757892476
2295,Thermomonospora,64.5012479703,38.0411450259,22.065519371,26.7369540187,3.0065287449,93.3169500553,52.2569680305,92.2058732343,34.5189503665,26.4985821794,131.3999136004,139.5835654848,48.3334299278,58.8889976988,13.0142226133
2296,Thermonema,0.3440066558,0.3462220253,0.7674963259,0.2033228442,0.9872183938,0.1245056038,0.3205948959,0.4824164976,0.1921990555,0.2547940594,0.1873795559,0.2430922422,0.3631362129,0.0411811173,0.1859174659
2297,Thermopetrobacter,0.3440066559,0.6058885442,0.8954123804,0.6607992438,0.1346206902,0.0622528019,0.160297448,0.385933198,0.6534767887,0.6915838754,0.234224445,0.6320398298,0.2905089703,0.3294489381,0.4462019184
2298,Thermophagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2299,Thermoplasma,0,0,0,0.2033228442,0.0897471267,0,0,0,0.0768796222,0,0,0,0,0.0411811173,0.2231009591
2300,Thermopolyspora,0.1720033279,0.5193330379,0,0,0,0.3735168114,0.5209667058,0.8361885958,0.1921990555,0.109197454,0,0.2917106907,0,0,0
2301,Thermoproteus,0,0.1298332595,0,0.1016614221,0.1346206901,0.1245056038,0.040074362,0,0.1537592444,0.0727983026,0.046844889,0,0.3268225915,0.0823622345,0.7808533567
2302,Thermorudis,4.7300915179,18.6959893642,29.7404826299,35.733989876,23.0201379992,3.174892897,10.4193341168,10.6774851461,13.0695357734,11.9025224899,2.2485546713,5.1535555352,10.2041275806,15.2370133907,24.8385734421
2303,Thermosediminibacter,0,0.0865555064,0.383748163,0.1016614222,0.3589885069,0,0.120223086,0.1929665989,0.8841156553,0.3639915133,0,0.0486184484,0,0.0411811173,0.1115504796
2304,Thermosinus,0,0,0.1279160543,0,0.1794942534,0,0,0.0643221997,0.0768796222,0.0727983027,0,0,0.0726272426,0.0411811173,0.0371834932
2305,Thermosipho,0.7740149757,0.1731110128,0.5116642172,0.5083071106,0.2243678169,0.1867584057,0.20037181,0.7075441965,0.5381573554,0.6187855728,0.046844889,0.1944737937,0.399449834,0.6588978764,1.4129727408
2306,Thermosphaera,0,0.0865555063,0.0639580272,0.3049842663,0.0897471267,0,0.2404461719,0,0,0.1455966054,0,0,0.3631362129,0,0.1859174659
2307,Thermosulfidibacter,0.6880133117,1.4714436073,1.0872864617,0.4574763995,0.8525977037,2.2411008686,0.6411897918,1.5437327922,1.1147545219,0.5823864214,1.3585017805,2.3823039739,2.0698764132,3.047402678,0.9295873295
2308,Thermosulfurimonas,0.5160099838,1.1252215821,1.2791605433,0.9657835102,0.7179770138,0.2490112076,0.7614128778,0.836188596,1.153194333,0.9463779349,0.374759112,0.5834213814,0.8715269108,1.3589768699,1.5988902066
2309,Thermosynechococcus,0.7740149757,0.9088328164,0.383748163,0.2033228442,0,0.2490112076,1.0820077736,0.7397052961,0.768796222,0.7643821782,0.1873795559,0,0.1815681064,0.2059055864,0.4462019182
2310,Thermosyntropha,1.9780382712,2.5533874364,1.7908247605,1.2199370657,1.2564597744,0.6847808209,1.5228257555,1.0613162947,2.2679488549,1.5651635077,1.7332608923,0.9723689687,2.6508943537,3.5827572026,5.0197715788
2311,Thermotalea,0.3440066559,0.5193330378,0.4477061901,0.3049842663,0.4487356335,0.1245056038,0.080148724,0.2894498985,0.3075184888,0.3275923621,0.2342244449,0.1458553453,0.1089408638,0.0411811173,0.1115504796
2312,Thermothelomyces,0,0.2163887658,0.3197901358,0.2541535553,0.1346206901,0,0.080148724,0.1286443994,0,0,0.093689778,0.8265136235,0.0363136213,0.0823622345,0
2313,Thermotoga,1.2040232954,2.9428872149,8.5703756396,6.3538388826,5.5643218559,0.4357696133,1.8834950137,1.4472494926,2.1910692327,2.0747516265,0.608983557,0.4861844844,1.525172094,1.6472446908,2.6400280159
2314,Thermovenabulum,0.6880133117,1.4281658543,1.0872864619,0.3049842665,0.8077241405,0.1867584057,1.1621564976,1.4150883929,1.8451109328,1.2375711456,0.5152937789,0.4861844843,0.3268225916,0.5765356418,0.6693028773
2315,Thermovibrio,0.086001664,0.82227731,2.0466568691,0.9657835102,0.4038620703,0.1867584057,0.360669258,1.8975048903,0.8841156553,0.7279830269,0.046844889,0.2430922422,0.3631362129,0.5765356416,0.7064863705
2316,Thermovirga,0,0.0432777532,0,0.2033228442,0,0,0.080148724,0.0643221997,0,0.0363991513,0,0,0,0,0
2317,Thermus,1.5480299514,2.8130539554,2.4943630596,2.3382127089,1.121839084,0.0622528019,0.8816359638,1.8653437908,3.3442635656,2.1839490804,1.3116568916,1.3126981079,2.3240717624,3.3768516161,4.0901842495
2318,Thielavia,0,0,0.1279160543,0.0508307111,0,0,0,0,0,0,0.046844889,0,0,0,0
2319,Thielaviopsis,0,0,0.1279160543,0.2033228442,0.3589885068,0,0,0,0,0,0,0,0.0363136213,0,0.1115504795
2320,Thioalkalimicrobium,1.7200332794,3.0727204743,4.8608100643,1.4232599097,2.6924138012,0.9960448305,1.3224539456,1.4794105925,0.768796222,0.5823864213,1.2179671136,1.7016456956,1.3799176088,1.2766146353,2.1194591111
2321,Thioalkalivibrio,0.9460183038,3.2891092404,4.8608100644,2.490704842,5.8335632362,0.9337920285,1.7632719277,1.9618270898,2.0373099883,2.4023439883,0.843208002,1.2154612108,1.3072903664,1.35897687,2.6772115093
2322,Thiobacillus,3.3540648947,5.2366081325,7.2272570694,7.6246066593,4.3976092091,1.4940672456,3.4864694931,2.2834380886,2.8445460214,2.0747516263,2.2953995605,1.3126981078,1.7067402005,2.8414970916,5.8749919225
2323,Thiocapsa,1.0320199676,0.6924440505,6.2678866618,2.5415355531,1.6154482808,0.7470336228,0.8816359637,0.9326718952,0.5765971665,1.2375711456,0.7495182238,1.1182243143,0.7262724257,0.9883468144,2.5656610295
2324,Thioclava,0.086001664,0.0865555064,0,0.2033228442,0,0.0622528019,0.080148724,0.0964832995,0.2690786777,0.0727983026,0,0.0972368968,0.0726272426,0,0.1115504796
2325,Thiocystis,0.1720033279,0.0432777532,0.3197901359,0.1016614222,0.0448735634,0,0.040074362,0.0964832994,0.0384398111,0,0,0.1944737938,0.1452544851,0.2059055864,0
2326,Thioflavicoccus,0.6880133119,1.4714436075,5.8841384989,0.813291377,2.9167816179,0.2490112076,1.1621564976,2.1547936892,1.153194333,1.1647728429,0.140534667,0.6806582781,0.9441541535,0.9471656973,3.0490464407
2327,Thiohalocapsa,0.6020116478,1.1684993355,2.8141531951,1.2199370654,8.2118620934,0.1245056038,0.2003718099,0.3859331981,1.0763147108,0.8007813294,0.3747591119,0.1458553453,0.4720770767,1.3177957527,3.4952483589
2328,Thiohalomonas,0,0.0865555063,0.1918740815,0,0,0,0,0.0964832995,0.1153194333,0.109197454,0,0.0486184484,0.0726272426,0,0.0743669864
2329,Thiohalorhabdus,0.9460183036,2.0340543987,0.7035382987,0.2541535554,0.7179770138,0.1867584057,0.20037181,0.5145775971,0.4997175443,0.436789816,1.2648120027,1.6044087985,1.7067402004,2.2649614498,3.0490464408
2330,Thiohalospira,0.2580049919,0.259666519,0.4477061902,0.1524921332,0.1346206901,0.0622528019,0,0.1608054992,0,0.1091974539,0.093689778,0.0972368969,0.0363136213,0.1235433518,0.7064863705
2331,Thiolapillus,0.6020116478,1.6878323732,3.0699853038,0.6607992438,2.2436781678,0,0.5209667059,0.6110608969,1.4222730107,1.2375711458,0.5621386679,0.9237505205,0.4720770768,1.1530712837,1.1526882886
2332,Thiomargarita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,Thiomicrospira,1.5480299513,3.7651645247,3.8374816299,6.0996853274,3.5898850685,0.9960448305,2.0838668235,4.7276816761,2.9598654546,2.8027346533,1.4990364475,2.4795408707,3.2319122943,3.2121271473,4.0901842499
2334,Thiomonas,0.258004992,1.5147213607,1.5989506791,0.9149527991,2.3782988579,0.5602752171,0.9617846878,1.3186050933,1.6144720662,2.0019533239,0.9837426688,0.3889475874,0.762586047,1.4413391047,1.598890207
2335,Thioploca,2.150041599,5.2798858853,4.73289401,4.7272561288,2.3334252944,0.6847808209,3.6467669407,2.3155991883,2.6907867769,2.0019533239,2.0611751154,3.3546729428,3.703989371,5.6418130662,5.4287900039
2336,Thiorhodococcus,2.6660515828,3.8949977843,10.1053682914,5.7438703501,4.3976092086,0.622528019,0.8816359638,1.96182709,2.0373099883,1.4559660536,0.6558284459,2.8198700096,2.2877581412,2.3885048019,4.127367743
2337,Thiorhodospira,0.6020116478,0.9953883227,1.4710346248,1.8807363093,1.8398160976,0.2490112076,0.240446172,0.5467386973,1.3838331996,0.5459872701,0,0.6320398298,0.8352132896,0.8648034626,2.1194591113
2338,Thiorhodovibrio,0.1720033279,0.5193330379,0.7674963259,0.2033228442,0.3141149435,0,0.160297448,0.192966599,0.2306388666,0.2911932108,0.140534667,0,0,0.3706300554,0.3346514387
2339,Thiothrix,1.2900249595,4.024831044,5.5003903358,8.1837444811,6.3720459961,0.8715392266,2.4445360814,3.2482710836,3.6133422434,2.8391338049,1.3585017808,2.9657253551,3.0503441878,6.0536242388,3.7927163044
2340,Thiovulum,0,0,0,0,0,0.8092864248,0.3606692579,1.2864439935,0.1153194333,0.0727983027,0,0,0,0,0.0371834932
2341,Thorsellia,0,0,0.0639580272,0.0508307111,0.0448735634,0,0.120223086,0.6110608969,0.1921990555,0.0727983027,0.046844889,0,0.1815681064,0,0
2342,Thraustotheca,0,0,0.1279160543,0.0508307111,0,0,0,0.0321610998,0,0,0,0.0972368969,0.508390698,0.0823622345,0.1487339727
2343,Tilletia,0.1720033279,0.2163887658,0.1918740815,0.4066456885,0.0448735634,0,2.925428425,0.2251276988,0.4997175443,0.0727983027,0,0,0,0,0
2344,Tilletiaria,0,0,0.1279160543,0,0.0448735634,0,0,0,0,0,0,0,0,0,0
2345,Timonella,0,0.0865555063,0,0,0,0.2490112076,0,0.0643221997,0.0768796222,0,0.140534667,0.0972368969,0,0.0823622345,0.0743669864
2346,Tindallia,0,0.3029442721,0.2558321086,1.2199370655,0.4936091969,0,0.080148724,0,0.1921990555,0.2911932107,0.046844889,0,0.0363136213,0.0823622346,0
2347,Tissierella,0.086001664,0.4760552847,0.5756222444,0.2033228442,0.5833563236,0.1245056038,0.2404461719,0.7718663962,0.4228379221,0.6187855728,0,0,0,0,0.0743669864
2348,Tistlia,0.9460183037,1.2550548418,0.8314543533,0.9149527991,0.5384827604,0.4357696133,0.4808923439,1.0291551945,0.3459582999,0.4003906646,0.234224445,0.8265136233,0.6899588045,0.4529922899,0.5205689048
2349,Tistrella,0.086001664,1.1252215823,1.4710346247,1.626582754,1.0769655205,0.1245056038,1.0419334117,1.9939881899,1.0763147108,0.8735796322,1.2648120027,1.3613165564,1.270976745,0.7000789937,1.1898717818
2350,Titanophycus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,Tolumonas,0,0.1298332595,0.1918740815,0.0508307111,0.2692413801,0,0.080148724,0.1608054991,0.0768796222,0.1819957567,0,0.1458553453,0,0.0411811173,0.1115504796
2352,Tolypocladium,0,0,0.2558321086,0,0,0,0.040074362,0.0321610998,0,0,0,0,0,0,0
2353,Tolypothrix,0.086001664,0.0865555063,0.831454353,0.2033228442,0.3589885068,0,0.2404461719,0.3537720982,0.3459582999,0.5095881188,0.234224445,0.0972368969,0.0726272426,0.2882678209,0.0743669864
2354,Tomitella,0,0.0432777532,0,0.2033228442,0.0448735634,0,0.120223086,0.0321610998,0.0768796222,0,0.140534667,0,0.1452544851,0.0411811173,0.1115504796
2355,Torrubiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,Tortispora,0,0,0,0.1016614221,0,0,0,0,0,0,0,0,0,0,0.1487339727
2357,Torulaspora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,Toursvirus,0,0,0,0,0,0,0,0,0,0,0,0.0486184484,0,0,0
2359,Toxoplasma,0,0,0,0.0508307111,0,0,0,0.0643221996,0,0,0.046844889,0,0,0.0411811173,0.0371834932
2360,Trametes,0,0.0865555063,0.1279160543,0,0.0897471267,0.2490112076,0.5209667058,0.4824164976,0.2690786777,0.0363991513,0,0.2917106907,0.2178817277,0.1235433518,0.0743669864
2361,Tranquillimonas,0.7740149756,0.9521105695,0.3197901358,1.8299055982,0.1794942534,0.0622528019,0.4408179819,0.1608054992,0.2690786777,0.2911932107,0.2810693339,0.6320398298,0.6173315618,0.8236223454,0.632119384
2362,Traorella,0,0.4327775316,0.0639580272,0,0,0.0622528019,0.120223086,0.5467386972,0.0768796222,0.1455966053,0,0,0,0.0823622345,0.1115504795
2363,Tremella,0,0,0.0639580272,0,0,0,0,0,0,0,0,0,0,0,0
2364,Treponema,1.3760266236,3.4622202527,3.0060272764,1.7282441761,1.5257011542,0.5602752171,2.0838668234,2.0583103894,2.2679488549,1.4195669022,0.8900528908,0.7778951751,1.0167813961,1.1118901664,1.7848076725
2365,Trichococcus,0.1720033279,0.0432777532,0.1279160543,0,0.0448735634,0,0,0.0964832995,0.0768796222,0,0.093689778,0,0.0726272426,0.0823622345,0
2366,Trichoderma,0.3440066558,1.6012768669,2.1745729234,1.6774134651,0.2243678168,0.4357696133,0.080148724,0.3537720982,0.2690786777,0.0363991513,2.4359342271,4.3756603601,0.762586047,1.5648824564,0.4462019182
2367,Trichodesmium,0.1720033279,0.1298332595,0.1279160543,0.1524921332,0,0.0622528019,0,0.0321610998,0,0.0727983027,0,0.0486184484,0.0363136213,0.1235433518,0
2368,Trichomonas,0,0,0,0,0,0,0.080148724,0.2572887987,0.1537592444,0.2183949081,0.046844889,0,0,0,0
2369,Trichophyton,0.086001664,0.3894997784,0.4477061902,0.4574763996,0.0897471267,0,0,0.0643221997,0.0384398111,0,0.4684488899,1.3126981081,0.8715269107,0.1235433518,0.2231009591
